Date,Close,MIN.YEAR,Year,New.Year,Min,Min.Date,Max,Max.Date
8/25/2022,3.157,1/3/2022,,,,,,
8/26/2022,3.195,1/3/2022,,,,,,
8/29/2022,3.263,1/3/2022,,,,,,
8/30/2022,3.277,1/3/2022,,,,,,
8/31/2022,3.284,1/3/2022,,,,,,
9/1/2022,3.406,1/3/2022,,,,,,
9/2/2022,3.298,1/3/2022,,,,,,
9/6/2022,3.443,1/3/2022,,,,,,
9/7/2022,3.36,1/3/2022,,,,,,
9/8/2022,3.397,1/3/2022,,,,,,
9/9/2022,3.446,1/3/2022,,,,,,
9/12/2022,3.458,1/3/2022,,,,,,
9/14/2022,3.595,1/3/2022,,,,,,
9/15/2022,3.674,1/3/2022,,,,,,
9/16/2022,3.626,1/3/2022,,,,,,
9/19/2022,3.693,1/3/2022,,,,,,
9/20/2022,3.75,1/3/2022,,,,,,
9/21/2022,3.713,1/3/2022,,,,,,
9/22/2022,3.929,1/3/2022,,,,,,
9/23/2022,3.984,1/3/2022,,,,,,
9/26/2022,4.159,1/3/2022,,,,,,
9/27/2022,4.21,1/3/2022,,,,,,
9/28/2022,3.922,1/3/2022,,,,,,
9/29/2022,3.979,1/3/2022,,,,,,
9/30/2022,4.041,1/3/2022,,,,,,
10/3/2022,3.883,1/3/2022,,,,,,
10/5/2022,3.959,1/3/2022,,,,,,
10/6/2022,4.06,1/3/2022,,,,,,
10/7/2022,4.135,1/3/2022,,,,,,
10/10/2022,4.149,1/3/2022,,,,,,
10/11/2022,4.169,1/3/2022,,,,,,
10/12/2022,4.112,1/3/2022,,,,,,
10/13/2022,4.207,1/3/2022,,,,,,
10/14/2022,4.269,1/3/2022,,,,,,
10/17/2022,4.239,1/3/2022,,,,,,
10/19/2022,4.35,1/3/2022,,,,,,
10/20/2022,4.448,1/3/2022,,,,,,
10/21/2022,4.354,1/3/2022,,,,,,
10/24/2022,4.359,1/3/2022,,,,,,
10/25/2022,4.257,1/3/2022,,,,,,
10/26/2022,4.194,1/3/2022,,,,,,
10/27/2022,4.088,1/3/2022,,,,,,
10/28/2022,4.19,1/3/2022,,,,,,
10/31/2022,4.248,1/3/2022,,,,,,
11/1/2022,4.258,1/3/2022,,,,,,
11/2/2022,4.249,1/3/2022,,,,,,
11/3/2022,4.35,1/3/2022,,,,,,
11/4/2022,4.326,1/3/2022,,,,,,
11/7/2022,4.393,1/3/2022,,,,,,
11/8/2022,4.306,1/3/2022,,,,,,
11/9/2022,4.285,1/3/2022,,,,,,
11/10/2022,3.943,1/3/2022,,,,,,
11/11/2022,3.938,1/3/2022,,,,,,
11/14/2022,3.997,1/3/2022,,,,,,
11/15/2022,3.922,1/3/2022,,,,,,
11/16/2022,3.85,1/3/2022,,,,,,
11/17/2022,3.937,1/3/2022,,,,,,
11/18/2022,4,1/3/2022,,,,,,
11/21/2022,4.008,1/3/2022,,,,,,
